timestamp,uv,light,accelX,accelY,accelZ,r,g,b,c,colorTemp,lux,target,code
1712473091,4,253,-20,2495,7863,7632,6589,6270,12688,3810,3332,,
1712473093,2,226,145,3625,7231,7051,6069,5787,11686,3801,3054,,
1712473095,0,217,339,2543,8122,7532,6518,6202,12557,3825,3303,,
1712473097,3,223,-62,2603,7903,7650,6605,6290,12697,3810,3337,,
1712473099,3,250,57,2604,7974,7761,6709,6391,12883,3817,3391,,
1712473101,3,249,20,2475,7980,7560,6537,6219,12580,3817,3311,,
1712473103,4,221,-130,2578,8031,7305,6309,6033,12044,3817,3170,,
1712473105,2,252,217,2749,7781,6889,6011,5690,11656,3866,3086,,
1712473107,4,252,129,2334,8552,7112,6206,5911,11909,3875,3160,,
1712473109,1,247,592,2713,7928,6325,5584,5271,10860,3932,2902,,
1712473111,5,255,47,2842,7766,6708,5913,5568,11516,3912,3079,,
1712473113,3,221,206,2742,7929,6336,5617,5272,11002,3943,2950,,
1712473116,1,224,838,2625,8091,6122,5422,5059,10697,3922,2867,,
1712473118,4,246,-175,3234,7771,6614,5879,5523,11464,3955,3089,,
1712473120,1,249,-359,3530,7557,6433,5740,5387,11211,3978,3028,,
1712473122,4,249,-507,3591,7398,6463,5760,5406,11242,3969,3036,,
1712473124,2,252,-373,3458,7475,6555,5838,5482,11381,3965,3074,,
1712473126,3,252,-334,3390,7611,6381,5694,5340,11130,3976,3007,,
1712473128,0,229,-297,3154,7539,6080,5446,5095,10697,3997,2892,,
1712473130,2,250,-92,2812,7624,5908,5291,4953,10389,3998,2807,,
1712473132,2,256,-1710,3015,7926,5827,5213,4883,10236,3995,2762,,
1712473134,2,254,790,2320,8420,5820,5215,4851,10331,3987,2791,,
1712473136,3,234,-465,3337,6805,5417,4851,4572,9487,4026,2551,,
1712473138,2,254,397,2851,7756,5844,5241,4865,10403,3986,2814,,
1712473140,3,251,366,2828,7743,5854,5247,4876,10395,3984,2812,,
1712473142,3,247,355,2783,7739,5802,5205,4835,10320,3989,2792,,
1712473144,3,244,519,2650,8078,5790,5197,4825,10308,3990,2791,,
1712473146,2,235,13,2178,7999,5706,5126,4760,10172,3997,2754,,
1712473148,4,257,205,2531,7972,5679,5093,4746,10076,3999,2721,,
1712473150,2,261,182,2484,7966,5710,5123,4772,10172,4007,2739,,
1712473152,0,226,125,2483,7984,5678,5096,4746,10084,4001,2726,,
1712473154,2,251,117,2522,8002,5657,5079,4729,10056,4003,2718,,
1712473156,3,251,204,2613,7925,5657,5081,4730,10060,4004,2721,,
1712473158,0,219,228,2547,8000,5630,5057,4706,10018,4004,2709,,
1712473160,0,227,164,2555,8015,5627,5055,4703,10019,4005,2709,,
1712473162,2,223,156,2638,7932,5619,5050,4698,10011,4007,2707,,
1712473164,3,223,126,2514,7908,5610,5041,4689,9994,4006,2703,,
1712473166,2,246,76,2644,7707,5661,5083,4728,10068,3999,2724,,
1712473168,0,221,125,2631,7929,5627,5057,4703,10024,4006,2712,,
1712473170,1,250,144,2654,7890,5602,5038,4682,9998,4008,2706,,
1712473172,2,232,107,2648,7703,5596,5033,4678,9988,4010,2703,,
1712473174,2,254,52,2657,8086,5364,4820,4518,9480,4030,2559,,
1712473176,4,217,-965,2770,6920,5472,4923,4593,9723,4021,2632,,
1712473178,1,249,-1605,3128,6650,5362,4819,4520,9449,4028,2557,,
1712473180,3,240,874,1301,6401,6051,5400,4868,11184,3907,2995,,
1712473182,3,241,3255,3041,8359,6183,5589,5044,11519,3973,3122,,
1712473184,2,246,2517,2837,7588,6276,5616,5125,11356,3928,3075,,
1712473186,3,220,2631,2957,7301,6336,5665,5160,11485,3920,3107,,
1712473188,2,226,2665,2770,7518,6273,5610,5108,11391,3922,3079,,
1712473190,1,227,2657,2614,7522,6191,5533,5042,11242,3924,3032,,
1712473193,17,249,2620,2890,7189,6206,5546,5047,11287,3921,3044,,
1712473195,2,252,-1030,2901,7624,5429,4839,4554,9459,3987,2542,,
1712473197,3,243,-485,628,8201,4911,4385,4103,8632,3983,2323,,
1712473199,4,247,-597,-325,7975,4480,3962,3703,7762,3907,2088,,
1712473201,2,220,-1069,594,8145,4066,3564,3384,6905,3909,1828,,
1712473203,2,255,-1014,-455,5315,4033,3535,3336,6859,3880,1828,,
1712473205,2,252,-745,22,8452,4623,4026,3792,7798,3825,2078,,
1712473207,3,251,-609,162,8397,4721,4131,3879,8036,3849,2148,,
1712473209,1,248,-620,-193,8429,4762,4166,3915,8094,3849,2164,,
1712473211,1,241,-688,-190,8234,4700,4113,3863,7999,3850,2138,,
1712473213,2,253,-766,-183,8211,4693,4108,3858,7989,3851,2136,,
1712473215,2,224,-745,-134,8253,4705,4117,3867,8005,3849,2140,,
1712473217,2,250,-661,-11,8021,4699,4111,3860,7996,3847,2137,,
1712473219,2,255,-579,-211,8492,4651,4074,3822,7935,3854,2122,,
1712473221,1,248,-139,837,7994,4865,4291,4018,8388,3895,2252,,
1712473223,2,229,78,1105,8854,5047,4473,4165,8801,3911,2373,,
1712473225,3,224,608,83,8694,5025,4449,4136,8769,3900,2363,,
1712473227,5,226,1552,-854,8595,5017,4447,4143,8738,3911,2357,,
1712473229,4,255,450,-265,8465,5038,4448,4121,8809,3877,2368,,
1712473231,2,258,604,495,8273,5017,4434,4116,8758,3887,2357,,
1712473233,4,220,604,354,8219,5035,4452,4131,8799,3889,2368,,
1712473235,3,251,1278,698,8049,5032,4450,4132,8785,3891,2365,,
1712473237,1,260,640,169,8490,4988,4409,4093,8707,3887,2343,,
1712473239,6,251,806,231,8139,5044,4430,4076,8858,3834,2371,,
1712473241,15,251,384,186,8263,4873,4295,3988,8477,3870,2278,,
1712473243,4,227,316,305,8617,4848,4272,3974,8405,3871,2260,,
1712473245,4,255,214,2,8380,4743,4171,3876,8215,3856,2206,,
1712473247,4,254,168,-399,8149,4735,4165,3871,8204,3858,2203,,
1712473249,3,246,479,-122,8382,4847,4257,3957,8391,3851,2249,,
1712473251,0,227,-1758,-1805,7225,4471,3917,3632,7734,3827,2072,,
1712473253,3,226,-4210,-693,8513,8027,6839,6623,12759,3740,3340,,
1712473255,2,256,-2500,4155,6512,4739,4214,3977,8332,4011,2201,,
1712473257,1,247,414,4774,6939,5326,4794,4481,9452,4031,2557,,
1712473259,2,192,143,3405,7625,5492,4965,4655,9671,4050,2646,,
1712473261,1,242,-2446,5203,6940,5073,4547,4242,9066,4017,2425,,
1712473263,2,248,-1722,1839,7867,4602,4005,3842,7658,3888,2015,,
1712473265,2,254,-834,3005,7638,5289,4752,4454,9257,4009,2523,,
1712473267,3,245,-766,3837,7593,5416,4837,4554,9356,3980,2543,,
1712473269,1,294,353,3449,7578,5522,4960,4635,9674,3994,2643,,
1712473271,4,228,692,2953,7758,5714,5119,4769,10016,3968,2734,,
1712473274,1,250,575,3215,8083,5797,5184,4827,10134,3952,2767,,
1712473276,3,223,582,2621,7312,5814,5200,4841,10166,3952,2776,,
1712473278,3,256,686,2789,7357,5858,5235,4875,10231,3948,2792,,
1712473280,1,250,718,2733,7833,5916,5277,4917,10300,3936,2809,,
1712473282,4,253,660,3101,8034,5968,5322,4959,10383,3934,2832,,
1712473284,3,256,512,2947,7376,6180,5495,5131,10679,3918,2911,,
1712473286,3,250,522,3297,7830,6351,5625,5260,10902,3895,2966,,
1712473288,5,220,472,3434,7643,6320,5607,5241,10877,3906,2962,,
1712473290,3,254,657,2730,7351,6371,5641,5277,10934,3896,2972,,
1712473292,4,244,76,3078,7937,6548,5770,5411,11138,3869,3020,,
1712473294,3,249,836,2794,7882,6311,5566,5188,10840,3863,2939,,
1712473296,4,257,852,2482,7407,6584,5793,5408,11243,3848,3047,,
1712473298,0,198,829,2567,7865,6547,5749,5369,11150,3836,3018,,
1712473300,4,254,797,2953,7781,6559,5762,5382,11178,3840,3025,,
1712473302,2,231,652,3650,7603,6808,6047,5650,11696,3904,3198,,
1712473304,3,249,1472,2867,8292,6536,5739,5346,11189,3835,3023,,
1712473306,2,200,1263,2448,7446,6575,5754,5350,11350,3832,3031,,
1712473308,3,229,487,2151,7521,6735,5951,5564,11562,3885,3133,,
1712473310,1,250,1856,3348,7165,6752,5954,5536,11627,3856,3153,,
1712473312,3,253,1168,3571,7612,6785,5996,5591,11672,3876,3168,,
1712473314,4,255,1063,3838,7441,6998,6192,5791,12011,3891,3262,,
1712473316,6,201,1452,3245,7342,6813,6022,5610,11744,3877,3187,,
1712473318,1,238,1179,3064,7280,6829,6014,5625,11684,3866,3158,,
1712473320,7,255,1377,2468,8014,6686,5900,5497,11519,3870,3118,,
1712473322,39,258,876,3267,7923,6798,5969,5568,11636,3842,3138,,
1712473324,2,228,2243,2938,8439,6614,5834,5442,11395,3874,3077,,
1712473326,2,254,1165,3163,7588,6975,6134,5730,11922,3852,3223,,
1712473328,4,251,564,3236,7728,6762,5955,5557,11604,3861,3136,,
1712473330,7,260,288,3450,7354,7110,6262,5893,12031,3873,3262,,
1712473332,3,238,704,3207,7717,6821,6031,5642,11704,3889,3175,,
1712473334,3,257,830,3245,7642,7174,6303,5914,12184,3856,3290,,
1712473336,3,245,362,3433,7479,7006,6204,5823,11940,3898,3255,,
1712473338,4,245,86,3499,7420,7142,6330,5932,12172,3893,3330,,
1712473340,0,229,803,3533,7476,6970,6167,5745,11975,3873,3266,,
1712473342,2,257,-1065,2409,7756,6898,5995,5633,11579,3793,3099,,
